%  ' depth(m)'	   'Vp'		'Vs'	   'rho'	'GR'	    'nphi' 
   2538.2708      3.2772      1.6007      2.2799     55.6256       .2512
   2538.4231      3.2760      1.4987      2.2597     56.5860       .2641
   2538.5757      3.3305      1.5305      2.2431     59.0634       .2602
   2538.7280      3.3652      1.5193      2.2298     60.3360       .2633
   2538.8804      3.3449      1.4889      2.2310     60.9009       .2624
   2539.0327      3.2751      1.4823      2.2418     60.1192       .2642
   2539.1853      3.1993      1.4866      2.2526     60.9200       .2735
   2539.3376      3.1343      1.4708      2.2689     60.2040       .2619
   2539.4900      3.1741      1.4682      2.2741     63.3233       .2792
   2539.6423      3.1166      1.5430      2.2773     68.0266       .3279
   2539.7949      3.3205      1.4647      2.2707     74.2105       .3497
   2539.9473      3.5214      1.6700      2.2880     77.7482       .3503
   2540.0996      3.6965      1.6941      2.3395     76.4476       .3423
   2540.2520      3.6426      1.6830      2.3828     74.5614       .3194
   2540.4043      3.6956      1.7405      2.4525     68.5260       .2668
   2540.5569      3.5563      1.7545      2.4629     65.8015       .2196
   2540.7092      3.2534      1.6621      2.3603     66.0729       .2300
   2540.8616      3.1998      1.6278      2.2562     66.9773       .2728
   2541.0139      3.1529      1.5605      2.2483     72.4725       .2852
   2541.1665      3.1346      1.5972      2.2199     72.3595       .2932
   2541.3188      3.4299      1.6294      2.1890     74.3595       .3447
   2541.4712      3.8284      1.6910      2.1825     69.3729       .3532
   2541.6235      3.9859      1.8111      2.2482     65.3034       .3134
   2541.7759      3.9052      1.9623      2.3713     61.6827       .2281
   2541.9285      4.0064      1.9170      2.4283     56.8219       .1807
   2542.0808      4.1635      1.8775      2.4786     56.0396       .1764
   2542.2332      3.4413      1.8261      2.4624     57.6902       .2165
   2542.3855      3.4282      1.7453      2.3894     61.1206       .2351
   2542.5381      3.3336      1.5522      2.3430     63.7115       .2417
   2542.6904      3.0975      1.5198      2.3026     65.2038       .2458
   2542.8428      3.0890      1.4874      2.2995     69.1902       .3170
   2542.9951      3.0682      1.4448      2.2381     74.6323       .3795
   2543.1477      3.0686      1.3954      2.2022     77.7126       .3808
   2543.3000      3.1702      1.4162      2.2281     78.4587       .3434
   2543.4524      3.1692      1.4534      2.3180     78.7074       .3274
   2543.6047      3.1759      1.5018      2.3748     79.1724       .3420
   2543.7571      3.1714      1.5026      2.3097     81.6748       .3616
   2543.9097      3.2693      1.5219      2.2417     84.1652       .3616
   2544.0620      3.3586      1.5405      2.2522     84.8065       .3462
   2544.2144      3.4486      1.5165      2.3214     81.1726       .3149
   2544.3667      3.4685      1.5371      2.3476     75.7054       .2775
   2544.5193      3.5232      1.6496      2.3292     71.8925       .2501
   2544.6716      3.4850      1.6772      2.3149     70.8412       .2325
   2544.8240      3.4337      1.6749      2.3000     69.8904       .2382
   2544.9763      3.4403      1.6932      2.2887     69.0643       .2457
   2545.1289      3.3315      1.6745      2.2665     66.7777       .2542
   2545.2812      3.3709      1.6318      2.2501     64.1591       .2522
   2545.4336      3.3420      1.6105      2.2390     62.8733       .2518
   2545.5859      3.2603      1.6044      2.2233     61.5628       .2640
   2545.7383      3.3159      1.5998      2.2220     61.6735       .2732
   2545.8909      3.3350      1.5984      2.2195     62.8610       .2857
   2546.0432      3.3806      1.6206      2.2198     63.9452       .2879
   2546.1956      3.5420      1.6529      2.2146     61.9114       .2876
   2546.3479      3.7723      1.7279      2.2174     59.1588       .2799
   2546.5005      3.8711      1.8011      2.2475     58.4799       .2541
   2546.6528      3.9483      1.9469      2.3139     58.7805       .2143
   2546.8052      4.1063      1.9642      2.3956     57.2837       .1786
   2546.9575      4.1184      2.0750      2.4362     56.5956       .1569
   2547.1101      4.1203      1.9254      2.4280     56.0956       .1602
   2547.2625      3.7933      1.9348      2.4208     56.7260       .1649
   2547.4148      3.6889      1.8290      2.3931     56.6603       .1973
   2547.5671      3.5306      1.7589      2.3444     56.9342       .2234
   2547.7195      3.5231      1.7019      2.2789     56.7732       .2522
   2547.8721      3.4408      1.7056      2.2471     58.3558       .2649
   2548.0244      3.5737      1.7266      2.2545     58.7237       .2757
   2548.1768      3.6952      1.7742      2.3077     59.3847       .2749
   2548.3291      3.6808      1.9044      2.3620     56.3182       .2442
   2548.4817      3.7871      1.9189      2.4009     54.5532       .2074
   2548.6340      3.7540      1.8991      2.3965     53.2366       .1824
   2548.7864      3.6498      1.8130      2.3701     53.6466       .1995
   2548.9387      3.6430      1.7943      2.3251     56.7401       .2310
   2549.0913      3.5775      1.7673      2.2874     60.0448       .2554
   2549.2437      3.4812      1.7276      2.2630     60.1100       .2607
   2549.3960      3.4123      1.7281      2.2500     58.8843       .2617
   2549.5483      3.4253      1.7395      2.2445     57.1495       .2593
   2549.7007      3.4686      1.7548      2.2501     58.1582       .2566
   2549.8533      3.4633      1.7568      2.2548     57.1133       .2483
   2550.0056      3.4551      1.7428      2.2624     58.9046       .2506
   2550.1580      3.4444      1.6992      2.2601     59.5264       .2543
   2550.3103      3.3862      1.6964      2.2585     61.3255       .2550
   2550.4629      3.2798      1.6871      2.2585     58.8940       .2518
   2550.6152      3.2285      1.6828      2.2619     59.3088       .2452
   2550.7676      3.2236      1.6809      2.2742     60.2892       .2495
   2550.9199      3.2044      1.6786      2.2894     64.5195       .2646
   2551.0725      3.3358      1.6763      2.2963     64.3777       .2887
   2551.2249      3.4139      1.6801      2.2652     61.2847       .2975
   2551.3772      3.4526      1.6769      2.2246     59.6289       .2813
   2551.5295      3.3670      1.6744      2.1977     58.8380       .2721
   2551.6819      3.3424      1.6789      2.1877     59.4165       .2701
   2551.8345      3.3138      1.6773      2.1810     58.5479       .2785
   2551.9868      3.2763      1.6463      2.1799     59.2919       .2770
   2552.1392      3.2629      1.6746      2.1910     61.3345       .2766
   2552.2915      3.2624      1.6752      2.1906     60.7988       .2764
   2552.4441      3.2661      1.6730      2.1888     60.0549       .2754
   2552.5964      3.2591      1.6699      2.1878     59.3770       .2759
   2552.7488      3.2678      1.6772      2.1872     60.1196       .2771
   2552.9011      3.2705      1.6766      2.1929     59.9501       .2841
   2553.0537      3.2829      1.6762      2.1913     60.1570       .2813
   2553.2061      3.3089      1.6777      2.1981     57.1614       .2703
   2553.3584      3.2971      1.6765      2.1965     56.3059       .2631
   2553.5107      3.2981      1.6749      2.2002     54.8174       .2615
   2553.6631      3.3009      1.6642      2.1935     56.5130       .2669
   2553.8157      3.2914      1.6537      2.2013     56.4041       .2656
   2553.9680      3.2614      1.6477      2.1999     56.9422       .2719
   2554.1204      3.2926      1.6348      2.2030     58.9304       .2731
   2554.2727      3.2937      1.6553      2.2032     59.0169       .2831
   2554.4253      3.3138      1.6720      2.2011     57.9047       .2832
   2554.5776      3.3297      1.6772      2.1959     57.7916       .2854
   2554.7300      3.3529      1.6856      2.1916     61.2323       .2665
   2554.8823      3.3494      1.6877      2.1986     63.4784       .2612
   2555.0349      3.3578      1.6890      2.2105     60.4163       .2600
   2555.1873      3.3730      1.6849      2.2236     57.2886       .2619
   2555.3396      3.3842      1.6961      2.2271     56.2951       .2606
   2555.4919      3.3799      1.6995      2.2261     58.1225       .2593
   2555.6443      3.3646      1.7143      2.2254     58.5564       .2593
   2555.7969      3.3538      1.7286      2.2257     58.4724       .2649
   2555.9492      3.3429      1.7300      2.2276     56.2660       .2644
   2556.1016      3.3324      1.6966      2.2311     55.1712       .2773
   2556.2539      3.3273      1.6495      2.2409     54.6808       .2653
   2556.4065      3.3317      1.5198      2.2429     56.4936       .2687
   2556.5588      3.4092      1.6991      2.2437     56.2590       .2630
   2556.7112      3.3851      1.6816      2.2397     55.0239       .2686
   2556.8635      3.3459      1.7509      2.2388     54.2596       .2641
   2557.0161      3.3556      1.5921      2.2317     55.0421       .2697
   2557.1685      3.3465      1.5354      2.2346     57.3019       .2672
   2557.3208      3.3647      1.5902      2.2375     57.7628       .2729
   2557.4731      3.3795      1.6125      2.2414     55.9415       .2645
   2557.6255      3.4142      1.4932      2.2388     54.4560       .2709
   2557.7781      3.4602      1.6482      2.2381     54.9462       .2747
   2557.9304      3.5865      1.7134      2.2393     55.7989       .2824
   2558.0828      3.5475      1.7311      2.2698     56.5808       .2726
   2558.2351      3.5424      1.7478      2.3122     54.6210       .2505
   2558.3877      3.4815      1.7084      2.3462     55.9761       .2272
   2558.5400      3.3388      1.6620      2.3372     54.8553       .2271
   2558.6924      3.2732      1.5781      2.3089     54.5564       .2465
   2558.8447      3.2544      1.4128      2.2758     53.7086       .2621
   2558.9973      3.2490      1.4276      2.2510     54.1693       .2716
   2559.1497      3.2366      1.4572      2.2394     51.8118       .2641
   2559.3020      3.2012      1.4908      2.2324     51.3126       .2621
   2559.4543      3.2130      1.3396      2.2268     52.3588       .2675
   2559.6067      3.2104      1.3792      2.2165     56.9277       .2721
   2559.7593      3.1280      1.3273      2.2141     59.6021       .2742
   2559.9116      3.1700      1.3677      2.2104     56.9089       .2686
   2560.0640      3.1541      1.3142      2.2109     58.0855       .3001
   2560.2163      3.0734      1.3226      2.2133     57.9158       .3341
   2560.3689      3.1163      1.2620      2.2238     63.6217       .3315
   2560.5212      3.2578      1.3165      2.2557     67.6991       .3047
   2560.6736      3.3796      1.5153      2.2800     70.2137       .2879
   2560.8259      3.4174      1.5824      2.3205     73.7040       .3259
   2560.9785      3.4019      1.6585      2.3349     76.7416       .3216
   2561.1309      3.5777      1.6406      2.4081     80.0956       .2663
   2561.2832      3.1397      1.5415      2.5066     79.8620       .1972
   2561.4355      3.1658      1.5184      2.5245     74.8471       .1993
   2561.5879      3.1116      1.4997      2.4009     70.7055       .2622
   2561.7405      3.1595      1.4935      2.3369     69.7885       .3428
   2561.8928      3.1961      1.5388      2.3025     73.1745       .3795
   2562.0452      3.2367      1.5961      2.3282     79.5071       .3829
   2562.1975      3.6794      1.7155      2.3512     81.3851       .3612
   2562.3501      3.7773      1.9411      2.3994     81.4963       .3334
   2562.5024      4.0033      2.0814      2.4368     76.0971       .2801
   2562.6548      3.9174      2.1274      2.4867     72.0358       .2181
   2562.8071      3.6145      2.1078      2.5244     66.5394       .1709
   2562.9597      3.3687      1.9107      2.5222     59.8109       .1922
   2563.1121      3.2987      1.7748      2.4475     54.9402       .2564
   2563.2644      3.2851      1.7620      2.3800     57.4260       .3026
   2563.4167      3.2757      1.6978      2.3527     68.9975       .2956
   2563.5691      3.3222      1.6544      2.3892     77.2433       .2669
